"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)"
"3.2.2 Stalking";"2019*";"Enschede";20
"3.3 Seksueel misdrijf";"2010";"Enschede";125
"3.3 Seksueel misdrijf";"2011";"Enschede";110
"3.3 Seksueel misdrijf";"2012";"Enschede";90
"3.3 Seksueel misdrijf";"2013";"Enschede";80
"3.3 Seksueel misdrijf";"2014";"Enschede";80
"3.3 Seksueel misdrijf";"2015";"Enschede";80
"3.3 Seksueel misdrijf";"2016";"Enschede";80
"3.3 Seksueel misdrijf";"2017";"Enschede";105
"3.3 Seksueel misdrijf";"2018*";"Enschede";135
"3.3 Seksueel misdrijf";"2019*";"Enschede";95
"3.3.1 Aanranding";"2010";"Enschede";30
"3.3.1 Aanranding";"2011";"Enschede";30
"3.3.1 Aanranding";"2012";"Enschede";10
"3.3.1 Aanranding";"2013";"Enschede";15
"3.3.1 Aanranding";"2014";"Enschede";15
"3.3.1 Aanranding";"2015";"Enschede";15
"3.3.1 Aanranding";"2016";"Enschede";20
"3.3.1 Aanranding";"2017";"Enschede";30
"3.3.1 Aanranding";"2018*";"Enschede";40
"3.3.1 Aanranding";"2019*";"Enschede";30
"3.3.2 Verkrachting";"2010";"Enschede";15
"3.3.2 Verkrachting";"2011";"Enschede";20
"3.3.2 Verkrachting";"2012";"Enschede";15
"3.3.2 Verkrachting";"2013";"Enschede";15
"3.3.2 Verkrachting";"2014";"Enschede";15
"3.3.2 Verkrachting";"2015";"Enschede";15
"3.3.2 Verkrachting";"2016";"Enschede";15
"3.3.2 Verkrachting";"2017";"Enschede";15
"3.3.2 Verkrachting";"2018*";"Enschede";30
"3.3.2 Verkrachting";"2019*";"Enschede";20
"3.3.3 Schennis der eerbaarheid";"2010";"Enschede";25
"3.3.3 Schennis der eerbaarheid";"2011";"Enschede";20
"3.3.3 Schennis der eerbaarheid";"2012";"Enschede";25
"3.3.3 Schennis der eerbaarheid";"2013";"Enschede";15
"3.3.3 Schennis der eerbaarheid";"2014";"Enschede";10
"3.3.3 Schennis der eerbaarheid";"2015";"Enschede";10
"3.3.3 Schennis der eerbaarheid";"2016";"Enschede";10
"3.3.3 Schennis der eerbaarheid";"2017";"Enschede";20
"3.3.3 Schennis der eerbaarheid";"2018*";"Enschede";15
"3.3.3 Schennis der eerbaarheid";"2019*";"Enschede";10
"3.3.4 Ontucht met minderjarige";"2010";"Enschede";15
"3.3.4 Ontucht met minderjarige";"2011";"Enschede";10
"3.3.4 Ontucht met minderjarige";"2012";"Enschede";10
"3.3.4 Ontucht met minderjarige";"2013";"Enschede";10
"3.3.4 Ontucht met minderjarige";"2014";"Enschede";10
"3.3.4 Ontucht met minderjarige";"2015";"Enschede";10
"3.3.4 Ontucht met minderjarige";"2016";"Enschede";15
"3.3.4 Ontucht met minderjarige";"2017";"Enschede";5
"3.3.4 Ontucht met minderjarige";"2018*";"Enschede";20
"3.3.4 Ontucht met minderjarige";"2019*";"Enschede";15
"3.3.5 Pornografie";"2010";"Enschede";5
"3.3.5 Pornografie";"2011";"Enschede";5
"3.3.5 Pornografie";"2012";"Enschede";5
"3.3.5 Pornografie";"2013";"Enschede";5
"3.3.5 Pornografie";"2014";"Enschede";15
"3.3.5 Pornografie";"2015";"Enschede";5
"3.3.5 Pornografie";"2016";"Enschede";10
"3.3.5 Pornografie";"2017";"Enschede";10
"3.3.5 Pornografie";"2018*";"Enschede";5
"3.3.5 Pornografie";"2019*";"Enschede";5
"3.3.6 Ontucht met misbruik van gezag";"2010";"Enschede";10
"3.3.6 Ontucht met misbruik van gezag";"2011";"Enschede";5
"3.3.6 Ontucht met misbruik van gezag";"2012";"Enschede";5
"3.3.6 Ontucht met misbruik van gezag";"2013";"Enschede";10
"3.3.6 Ontucht met misbruik van gezag";"2014";"Enschede";5
"3.3.6 Ontucht met misbruik van gezag";"2015";"Enschede";10
"3.3.6 Ontucht met misbruik van gezag";"2016";"Enschede";10
"3.3.6 Ontucht met misbruik van gezag";"2017";"Enschede";5
"3.3.6 Ontucht met misbruik van gezag";"2018*";"Enschede";10
"3.3.6 Ontucht met misbruik van gezag";"2019*";"Enschede";10
"3.3.7 Seksueel misdrijf (overig)";"2010";"Enschede";20
"3.3.7 Seksueel misdrijf (overig)";"2011";"Enschede";20
"3.3.7 Seksueel misdrijf (overig)";"2012";"Enschede";20
"3.3.7 Seksueel misdrijf (overig)";"2013";"Enschede";15
"3.3.7 Seksueel misdrijf (overig)";"2014";"Enschede";10
"3.3.7 Seksueel misdrijf (overig)";"2015";"Enschede";10
"3.3.7 Seksueel misdrijf (overig)";"2016";"Enschede";10
"3.3.7 Seksueel misdrijf (overig)";"2017";"Enschede";20
"3.3.7 Seksueel misdrijf (overig)";"2018*";"Enschede";20
"3.3.7 Seksueel misdrijf (overig)";"2019*";"Enschede";5
"3.4 Levensmisdrijf";"2010";"Enschede";60
"3.4 Levensmisdrijf";"2011";"Enschede";50
"3.4 Levensmisdrijf";"2012";"Enschede";50
"3.4 Levensmisdrijf";"2013";"Enschede";50
"3.4 Levensmisdrijf";"2014";"Enschede";40
"3.4 Levensmisdrijf";"2015";"Enschede";50
"3.4 Levensmisdrijf";"2016";"Enschede";50
"3.4 Levensmisdrijf";"2017";"Enschede";40
"3.4 Levensmisdrijf";"2018*";"Enschede";30
"3.4 Levensmisdrijf";"2019*";"Enschede";35
"3.5 Vrijheidsbeneming/gijzeling";"2010";"Enschede";5
"3.5 Vrijheidsbeneming/gijzeling";"2011";"Enschede";0
"3.5 Vrijheidsbeneming/gijzeling";"2012";"Enschede";10
"3.5 Vrijheidsbeneming/gijzeling";"2013";"Enschede";5
"3.5 Vrijheidsbeneming/gijzeling";"2014";"Enschede";5
"3.5 Vrijheidsbeneming/gijzeling";"2015";"Enschede";5
"3.5 Vrijheidsbeneming/gijzeling";"2016";"Enschede";5
"3.5 Vrijheidsbeneming/gijzeling";"2017";"Enschede";5
"3.5 Vrijheidsbeneming/gijzeling";"2018*";"Enschede";5
"3.5 Vrijheidsbeneming/gijzeling";"2019*";"Enschede";5
"3.6 Mensenhandel, mensensmokkel";"2010";"Enschede";5
"3.6 Mensenhandel, mensensmokkel";"2011";"Enschede";5
"3.6 Mensenhandel, mensensmokkel";"2012";"Enschede";0
"3.6 Mensenhandel, mensensmokkel";"2013";"Enschede";5
"3.6 Mensenhandel, mensensmokkel";"2014";"Enschede";5
"3.6 Mensenhandel, mensensmokkel";"2015";"Enschede";0
"3.6 Mensenhandel, mensensmokkel";"2016";"Enschede";10
"3.6 Mensenhandel, mensensmokkel";"2017";"Enschede";10
"3.6 Mensenhandel, mensensmokkel";"2018*";"Enschede";10
"3.6 Mensenhandel, mensensmokkel";"2019*";"Enschede";15
"3.7 Geweldsmisdrijf (overig)";"2010";"Enschede";5
"3.7 Geweldsmisdrijf (overig)";"2011";"Enschede";5
"3.7 Geweldsmisdrijf (overig)";"2012";"Enschede";5
"3.7 Geweldsmisdrijf (overig)";"2013";"Enschede";10
"3.7 Geweldsmisdrijf (overig)";"2014";"Enschede";10
"3.7 Geweldsmisdrijf (overig)";"2015";"Enschede";5
"3.7 Geweldsmisdrijf (overig)";"2016";"Enschede";5
"3.7 Geweldsmisdrijf (overig)";"2017";"Enschede";15
"3.7 Geweldsmisdrijf (overig)";"2018*";"Enschede";10
"3.7 Geweldsmisdrijf (overig)";"2019*";"Enschede";5
"4 Misdrijven WvSr (overig)";"2010";"Enschede";90
"4 Misdrijven WvSr (overig)";"2011";"Enschede";90
"4 Misdrijven WvSr (overig)";"2012";"Enschede";140
"4 Misdrijven WvSr (overig)";"2013";"Enschede";125
"4 Misdrijven WvSr (overig)";"2014";"Enschede";90
"4 Misdrijven WvSr (overig)";"2015";"Enschede";90
"4 Misdrijven WvSr (overig)";"2016";"Enschede";95
"4 Misdrijven WvSr (overig)";"2017";"Enschede";105
"4 Misdrijven WvSr (overig)";"2018*";"Enschede";130
"4 Misdrijven WvSr (overig)";"2019*";"Enschede";120
"5 Verkeersmisdrijven";"2010";"Enschede";1400
"5 Verkeersmisdrijven";"2011";"Enschede";1380
"5 Verkeersmisdrijven";"2012";"Enschede";1345
"5 Verkeersmisdrijven";"2013";"Enschede";1165
"5 Verkeersmisdrijven";"2014";"Enschede";1095
"5 Verkeersmisdrijven";"2015";"Enschede";980
"5 Verkeersmisdrijven";"2016";"Enschede";975
"5 Verkeersmisdrijven";"2017";"Enschede";970
"5 Verkeersmisdrijven";"2018*";"Enschede";1040
"5 Verkeersmisdrijven";"2019*";"Enschede";1085
"5.1 Verlaten plaats ongeval";"2010";"Enschede";1020
"5.1 Verlaten plaats ongeval";"2011";"Enschede";970
"5.1 Verlaten plaats ongeval";"2012";"Enschede";1010
"5.1 Verlaten plaats ongeval";"2013";"Enschede";870
"5.1 Verlaten plaats ongeval";"2014";"Enschede";835
"5.1 Verlaten plaats ongeval";"2015";"Enschede";800
"5.1 Verlaten plaats ongeval";"2016";"Enschede";800
"5.1 Verlaten plaats ongeval";"2017";"Enschede";815
"5.1 Verlaten plaats ongeval";"2018*";"Enschede";860
"5.1 Verlaten plaats ongeval";"2019*";"Enschede";830
"5.2 Rijden onder invloed";"2010";"Enschede";295
"5.2 Rijden onder invloed";"2011";"Enschede";300
"5.2 Rijden onder invloed";"2012";"Enschede";215
"5.2 Rijden onder invloed";"2013";"Enschede";215
"5.2 Rijden onder invloed";"2014";"Enschede";160
"5.2 Rijden onder invloed";"2015";"Enschede";130
"5.2 Rijden onder invloed";"2016";"Enschede";110
"5.2 Rijden onder invloed";"2017";"Enschede";100
"5.2 Rijden onder invloed";"2018*";"Enschede";125
"5.2 Rijden onder invloed";"2019*";"Enschede";205
"5.3 Rijden tijdens ontzegging";"2010";"Enschede";15
"5.3 Rijden tijdens ontzegging";"2011";"Enschede";15
"5.3 Rijden tijdens ontzegging";"2012";"Enschede";20
"5.3 Rijden tijdens ontzegging";"2013";"Enschede";10
"5.3 Rijden tijdens ontzegging";"2014";"Enschede";20
"5.3 Rijden tijdens ontzegging";"2015";"Enschede";15
"5.3 Rijden tijdens ontzegging";"2016";"Enschede";10
"5.3 Rijden tijdens ontzegging";"2017";"Enschede";20
"5.3 Rijden tijdens ontzegging";"2018*";"Enschede";20
"5.3 Rijden tijdens ontzegging";"2019*";"Enschede";25
"5.4 Rijden tijdens rijverbod";"2010";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2011";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2012";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2013";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2014";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2015";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2016";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2017";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2018*";"Enschede";0
"5.4 Rijden tijdens rijverbod";"2019*";"Enschede";0
"5.5 Voeren vals kenteken";"2010";"Enschede";10
"5.5 Voeren vals kenteken";"2011";"Enschede";15
"5.5 Voeren vals kenteken";"2012";"Enschede";10
"5.5 Voeren vals kenteken";"2013";"Enschede";5
"5.5 Voeren vals kenteken";"2014";"Enschede";15
"5.5 Voeren vals kenteken";"2015";"Enschede";5
"5.5 Voeren vals kenteken";"2016";"Enschede";5
"5.5 Voeren vals kenteken";"2017";"Enschede";0
"5.5 Voeren vals kenteken";"2018*";"Enschede";5
"5.5 Voeren vals kenteken";"2019*";"Enschede";5
"5.6 Joyriding";"2010";"Enschede";5
"5.6 Joyriding";"2011";"Enschede";5
"5.6 Joyriding";"2012";"Enschede";10
"5.6 Joyriding";"2013";"Enschede";0
"5.6 Joyriding";"2014";"Enschede";0
"5.6 Joyriding";"2015";"Enschede";5
"5.6 Joyriding";"2016";"Enschede";0
"5.6 Joyriding";"2017";"Enschede";0
"5.6 Joyriding";"2018*";"Enschede";5
"5.6 Joyriding";"2019*";"Enschede";5
"5.7 Weigeren blaastest/bloedonderzoek";"2010";"Enschede";5
"5.7 Weigeren blaastest/bloedonderzoek";"2011";"Enschede";5
"5.7 Weigeren blaastest/bloedonderzoek";"2012";"Enschede";5
"5.7 Weigeren blaastest/bloedonderzoek";"2013";"Enschede";5
"5.7 Weigeren blaastest/bloedonderzoek";"2014";"Enschede";5
"5.7 Weigeren blaastest/bloedonderzoek";"2015";"Enschede";0
"5.7 Weigeren blaastest/bloedonderzoek";"2016";"Enschede";0
"5.7 Weigeren blaastest/bloedonderzoek";"2017";"Enschede";0
"5.7 Weigeren blaastest/bloedonderzoek";"2018*";"Enschede";5
"5.7 Weigeren blaastest/bloedonderzoek";"2019*";"Enschede";0
"5.8 Verkeersmisdrijf (overig)";"2010";"Enschede";50
"5.8 Verkeersmisdrijf (overig)";"2011";"Enschede";65
"5.8 Verkeersmisdrijf (overig)";"2012";"Enschede";75
"5.8 Verkeersmisdrijf (overig)";"2013";"Enschede";60
"5.8 Verkeersmisdrijf (overig)";"2014";"Enschede";60
"5.8 Verkeersmisdrijf (overig)";"2015";"Enschede";25
"5.8 Verkeersmisdrijf (overig)";"2016";"Enschede";40
"5.8 Verkeersmisdrijf (overig)";"2017";"Enschede";35
"5.8 Verkeersmisdrijf (overig)";"2018*";"Enschede";25
"5.8 Verkeersmisdrijf (overig)";"2019*";"Enschede";15
"6 Drugsmisdrijven";"2010";"Enschede";235
"6 Drugsmisdrijven";"2011";"Enschede";170
"6 Drugsmisdrijven";"2012";"Enschede";210
"6 Drugsmisdrijven";"2013";"Enschede";215
"6 Drugsmisdrijven";"2014";"Enschede";190
"6 Drugsmisdrijven";"2015";"Enschede";105
"6 Drugsmisdrijven";"2016";"Enschede";160
"6 Drugsmisdrijven";"2017";"Enschede";115
"6 Drugsmisdrijven";"2018*";"Enschede";150
"6 Drugsmisdrijven";"2019*";"Enschede";195
"6.1 Harddrugs";"2010";"Enschede";75
"6.1 Harddrugs";"2011";"Enschede";55
"6.1 Harddrugs";"2012";"Enschede";45
"6.1 Harddrugs";"2013";"Enschede";85
"6.1 Harddrugs";"2014";"Enschede";75
"6.1 Harddrugs";"2015";"Enschede";40
"6.1 Harddrugs";"2016";"Enschede";85
"6.1 Harddrugs";"2017";"Enschede";70
"6.1 Harddrugs";"2018*";"Enschede";60
"6.1 Harddrugs";"2019*";"Enschede";70
"6.2 Softdrugs";"2010";"Enschede";110
"6.2 Softdrugs";"2011";"Enschede";90
"6.2 Softdrugs";"2012";"Enschede";125
"6.2 Softdrugs";"2013";"Enschede";105
"6.2 Softdrugs";"2014";"Enschede";95
"6.2 Softdrugs";"2015";"Enschede";60
"6.2 Softdrugs";"2016";"Enschede";70
"6.2 Softdrugs";"2017";"Enschede";45
"6.2 Softdrugs";"2018*";"Enschede";85
"6.2 Softdrugs";"2019*";"Enschede";120
"6.3 Drugsmisdrijf (overig)";"2010";"Enschede";50
"6.3 Drugsmisdrijf (overig)";"2011";"Enschede";20
"6.3 Drugsmisdrijf (overig)";"2012";"Enschede";40
"6.3 Drugsmisdrijf (overig)";"2013";"Enschede";25
"6.3 Drugsmisdrijf (overig)";"2014";"Enschede";20
"6.3 Drugsmisdrijf (overig)";"2015";"Enschede";0
"6.3 Drugsmisdrijf (overig)";"2016";"Enschede";5
"6.3 Drugsmisdrijf (overig)";"2017";"Enschede";0
"6.3 Drugsmisdrijf (overig)";"2018*";"Enschede";5
"6.3 Drugsmisdrijf (overig)";"2019*";"Enschede";5
"7 (Vuur)wapenmisdrijven";"2010";"Enschede";50
"7 (Vuur)wapenmisdrijven";"2011";"Enschede";45
"7 (Vuur)wapenmisdrijven";"2012";"Enschede";55
"7 (Vuur)wapenmisdrijven";"2013";"Enschede";65
"7 (Vuur)wapenmisdrijven";"2014";"Enschede";70
"7 (Vuur)wapenmisdrijven";"2015";"Enschede";50
"7 (Vuur)wapenmisdrijven";"2016";"Enschede";110
"7 (Vuur)wapenmisdrijven";"2017";"Enschede";90
"7 (Vuur)wapenmisdrijven";"2018*";"Enschede";70
"7 (Vuur)wapenmisdrijven";"2019*";"Enschede";70
"9 Misdrijven overige wetten";"2010";"Enschede";45
"9 Misdrijven overige wetten";"2011";"Enschede";35
"9 Misdrijven overige wetten";"2012";"Enschede";35
"9 Misdrijven overige wetten";"2013";"Enschede";25
"9 Misdrijven overige wetten";"2014";"Enschede";10
"9 Misdrijven overige wetten";"2015";"Enschede";20
"9 Misdrijven overige wetten";"2016";"Enschede";20
"9 Misdrijven overige wetten";"2017";"Enschede";20
"9 Misdrijven overige wetten";"2018*";"Enschede";30
"9 Misdrijven overige wetten";"2019*";"Enschede";15
"9.1 Militair misdrijf";"2010";"Enschede";0
"9.1 Militair misdrijf";"2011";"Enschede";0
"9.1 Militair misdrijf";"2012";"Enschede";0
"9.1 Militair misdrijf";"2013";"Enschede";0
"9.1 Militair misdrijf";"2014";"Enschede";0
"9.1 Militair misdrijf";"2015";"Enschede";0
"9.1 Militair misdrijf";"2016";"Enschede";0
"9.1 Militair misdrijf";"2017";"Enschede";0
"9.1 Militair misdrijf";"2018*";"Enschede";0
"9.1 Militair misdrijf";"2019*";"Enschede";0
"9.2 Misdrijf (overig)";"2010";"Enschede";45
"9.2 Misdrijf (overig)";"2011";"Enschede";35
"9.2 Misdrijf (overig)";"2012";"Enschede";35
"9.2 Misdrijf (overig)";"2013";"Enschede";25
"9.2 Misdrijf (overig)";"2014";"Enschede";10
"9.2 Misdrijf (overig)";"2015";"Enschede";20
"9.2 Misdrijf (overig)";"2016";"Enschede";20
"9.2 Misdrijf (overig)";"2017";"Enschede";20
"9.2 Misdrijf (overig)";"2018*";"Enschede";30
"9.2 Misdrijf (overig)";"2019*";"Enschede";15
